,rule,type,coef,support,importance
14,pos y > 0.02432 and vel y <= 0 and vel y > 0.0 and angle > 0 and angleVel <= 0 and angleVel > 0,rule,-0.06285487239967433,0.0352,0.01158320995126599
17,vel x <= 0 and vel x > 0 and vel y <= 0 and vel y > 0.0 and angle <= 0,rule,-0.22522949126326247,0.03488,0.041324171168011445
90,pos y <= 1 and vel x > 0.00269 and vel y > 0 and angleVel <= 0 and angleVel > 0,rule,-0.1044764814745747,0.03456,0.019083940300251595
33,pos y > 0.0 and vel x <= 0 and vel y > 0 and angle > 0 and angleVel <= 0,rule,-0.11833127210573695,0.0336,0.0213229668977625
197,vel x <= 0 and vel y > 0 and angle > 0 and angleVel > 0,rule,0.16179351902524416,0.03232,0.028612952881521568
176,vel x <= 0 and vel y <= 0 and vel y > 0 and angleVel <= 0,rule,0.07419286684730855,0.032,0.013057944565126305
37,vel x <= 0 and vel y > 0 and angleVel <= 0 and angleVel > 0 and contact_1 <= 0,rule,-0.2538724427094741,0.03168,0.04446492859100234
159,vel y <= 0 and vel y > 0.0 and angleVel <= -0.12456,rule,0.11043168172596406,0.03072,0.019055875970500655
181,pos y > 1 and vel y <= 0,rule,0.08511791060933485,0.0304,0.014613493464033957
157,vel x <= 0 and vel x > 0 and vel y <= 0 and angleVel > 0,rule,0.02035271766513612,0.02976,0.003458425774120888
131,pos y <= 0.0075 and pos y > 0.0 and vel y <= -0.00307 and vel y > 0 and angle <= 0.0,rule,-0.012851127709155455,0.0272,0.002090438871367105
41,vel x > 0 and vel y > 0,rule,-0.20079575056828747,0.02688,0.03247523848487966
28,vel x > 0 and vel y <= 0 and vel y > 0,rule,-0.213371718493923,0.02624,0.034107095381564985
12,pos y > 0 and vel x > 0 and vel y > 0 and angle > 0,rule,-0.2138870338198299,0.02592,0.03398593868395852
68,pos y > 1 and vel y > 0 and angleVel <= -0.07961,rule,-0.14400484010802692,0.02528,0.022605054724882067
172,pos y > 0 and vel x > 0 and vel y <= -0.39764 and angleVel <= 0 and angleVel > 0.12099,rule,0.21200124365442408,0.02528,0.033278740568416405
32,pos y <= 0 and pos y > 0 and vel x <= 0 and vel x > 0 and vel y <= 0 and vel y > 0,rule,-0.07987407906820716,0.02528,0.012538175293843733
27,pos y <= 1 and vel y <= 0 and angleVel <= 0 and angleVel > 0,rule,-0.20441534764264074,0.02496,0.031889448354655535
19,pos y <= 0 and pos y > 0.27575 and vel x > 0.02366 and vel y <= 0 and vel y > 0.0 and angle <= 0.0 and angle > 0 and angleVel <= 0,rule,-0.18137375401702133,0.02496,0.028294886016715523
74,vel x <= 0 and vel y > 0 and angle <= 0 and angleVel > 0,rule,-0.049620478261708456,0.02464,0.007692433811317931
73,vel x > 0 and vel y <= 0 and vel y > 0.0 and angleVel <= 0,rule,-0.022374218862745,0.024,0.003424352085792985
185,vel x <= 0 and vel y > 0 and angleVel > 0,rule,0.13643741018501288,0.02304,0.02046977626524949
168,vel y > 0 and angle > 0 and angleVel <= -0.1412,rule,0.006352848060346626,0.02304,0.0009531211290662872
26,pos y > 0 and vel x > 0.09854 and vel y > 0 and angle <= 0 and angleVel > 0.00028,rule,-0.2425328066016093,0.02272,0.036139668245639814
29,pos y <= 1 and pos y > 0 and vel x > 0 and vel y <= -0.02075 and vel y > 0 and angleVel > 0,rule,-0.08399029745430175,0.02272,0.012515343917316176
210,vel x > 0 and vel y <= 0 and vel y > 0.0 and angleVel > 0,rule,0.11310997771367967,0.02272,0.016854450031408542
38,pos y > 0 and vel y <= 0 and vel y > 0.03973,rule,-0.4945585432272651,0.0224,0.07318503992294477
65,vel x <= -0.64872 and vel y <= 0.0 and vel y > 0 and angleVel <= 0,rule,-0.010479931857114287,0.0224,0.0015508259676351424
8,pos y > 0 and vel x > 0 and vel y <= -0.02075 and vel y > 0.0 and angle > 0 and angleVel <= -0.06261,rule,-0.38183772471949023,0.02208,0.056108677472634
34,vel y > 0 and angle <= 0 and angleVel > 0,rule,-0.08788647846595604,0.02208,0.012914371093308102
22,pos y > 0 and vel y > 0 and angleVel <= 0 and angleVel > 0,rule,-0.020274111009971736,0.0208,0.002893404749424066
72,vel x <= 0 and vel x > 0 and vel y > 0 and angle <= 0 and angleVel > 0,rule,-0.2978141221816167,0.0208,0.042502322057032575
182,pos y > 0 and vel y > 0 and angleVel > 0,rule,0.5257286128720121,0.01984,0.0733129905969215
174,pos y > 1 and vel y <= 0 and angle <= 0 and angleVel > 0,rule,0.25787936303117426,0.0192,0.03538811515003816
191,pos y <= 0 and vel y > 0 and angleVel > 0,rule,-0.10855703004487915,0.0192,0.014896999257400572
13,vel x <= 0 and vel y > 0.04127 and angle <= 0,rule,-0.10334901949148838,0.0192,0.014182317496907288
211,pos y <= 0 and pos y > 0 and vel x > 0 and vel y > 0,rule,0.12662638758475334,0.01888,0.017234007469400257
36,vel x > 0 and vel y <= 0 and vel y > 0 and angle <= 0 and angle > 0,rule,-0.13580086047142836,0.01856,0.018328350644149418
189,pos y > 0.0 and vel x <= 0 and vel y > 0 and angleVel > 0,rule,0.13088701414054185,0.01856,0.01766515382601951
170,vel x <= 0 and vel y <= 0 and vel y > 0 and angleVel <= 0 and angleVel > 0.0,rule,0.02433717166974451,0.01792,0.0032285873557256328
207,pos y <= 0 and vel x <= 0 and vel y <= 0 and vel y > 0 and angleVel > 0,rule,0.30483415623093896,0.0176,0.04008336175554661
24,pos y <= 1 and pos y > 0 and vel x > 0.02366 and vel y <= 0 and vel y > 0 and angle <= 0,rule,-0.16941160580663092,0.0176,0.02227633138325475
188,pos y > 1 and vel y <= 0 and angle > 0,rule,0.1068440282450338,0.01696,0.013795859801962374
164,vel x <= 0 and vel x > 0.21716 and vel y <= 0 and vel y > 0 and angle <= 0,rule,-0.03841090012791269,0.01632,0.00486677739922345
198,vel y > 0 and angle > 0 and angleVel > 0,rule,0.08555365427547765,0.01536,0.010521384924441256
44,vel x > 0 and vel y > 0.0078 and angle > 0,rule,-0.19893710307574508,0.01536,0.024465276848064533
21,vel x <= 0 and vel x > 0.25337 and vel y <= 0 and vel y > 0 and angle <= 0,rule,-0.3017818757168928,0.01536,0.037113122806110475
45,pos y > 0 and vel x <= 0 and vel x > 0 and vel y <= 0 and angle > 0 and angleVel <= 0.0,rule,-0.050683132522204084,0.01504,0.00616874281376491
179,vel x > 0 and vel y <= 0 and angleVel > 0.23396,rule,0.0013004941616913662,0.01504,0.00015828567839137108
202,pos y <= 0 and vel x <= 0 and vel y > 0,rule,0.05015911347008209,0.01504,0.006104963433896523
20,pos y <= 1 and pos y > 0 and vel y > 0 and angle <= 0 and angle > 0,rule,-0.30555712929049955,0.01472,0.0367981647774266
208,pos y <= 0 and vel x <= 0 and vel y > 0,rule,0.38185258726912047,0.0144,0.04549119349331547
201,vel x <= -0.00135 and vel y <= 0 and vel y > 0.0,rule,0.09690296113696364,0.0144,0.011544327581182597
162,vel x > 0.15578 and vel y <= 0 and vel y > 0 and angle <= 0 and angleVel > 0,rule,0.04808540699643106,0.01408,0.0056654637096477676
49,pos y <= 0 and pos y > 0.05823 and vel x > 0.02366 and vel y <= -0.06771 and vel y > 0.0 and angle <= 0.0 and angle > 0 and angleVel <= -0.00735,rule,0.03929716886367877,0.01376,0.004577852404335988
194,vel x <= 0 and vel y <= 0,rule,0.10285666331459994,0.01344,0.011843875063036587
25,vel x > 0 and vel y > 0 and angleVel > 0.1569,rule,-0.5868007504570973,0.01312,0.06677128772655663
165,pos y > 0.02432 and vel y <= 0 and vel y > 0.0 and angleVel > 0.03673,rule,0.0759100447812816,0.01312,0.008637704429448124
177,pos y <= -0.00107 and vel y > 0 and angle > 0,rule,0.13909106825773634,0.0128,0.01563532095967704
